Meter_Name,Fac Id,Desc,Date,VolYdy,Casing,Tubing,Static
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/15/2021,870.3919,,,205.3492095
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/14/2021,870.3919,,,206.3840735
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/13/2021,880.9946,,,206.9179172
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/12/2021,816.6296,,,211.9903534
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/11/2021,791.6573,,,300.6905852
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/10/2021,784.7838,,,315.8931835
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/9/2021,791.7015,,,319.5495279
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/8/2021,794.9662,,,318.5053196
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/7/2021,790.4673,,,316.1603602
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/6/2021,794.1384,,,315.8573815
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/5/2021,787.0253,,,314.3467994
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/4/2021,737.2247,,,316.3976163
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/3/2021,814.18,,,335.4107428
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/2/2021,832.3008,,,296.2634185
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,3/1/2021,823.1942,,,280.6098481
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/31/2021,148.4998,124.5565012,50.25871121,36.66192025
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/30/2021,148.6395,144.3445618,53.7195617,40.98487557
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/29/2021,154.9766,144.3383808,59.71972549,37.06045964
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/28/2021,149.5084,108.3629693,29.89210586,34.91699623
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/27/2021,155.4283,121.6955492,28.56298177,46.57687769
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/26/2021,141.3076,116.7050941,19.62277467,39.49646424
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/25/2021,145.9393,175.7643501,80.50614561,42.13185193
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/24/2021,149.9343,155.5767914,63.39341538,39.53396608
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/23/2021,144.6742,102.6781606,33.58384032,34.11311448
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/22/2021,150.8134,139.6866439,44.98900262,38.85882504
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/21/2021,143.6948,111.2518438,48.45001617,33.70568494
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/20/2021,150.7934,129.4265935,33.56417034,41.22371982
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/19/2021,143.8342,124.1928565,64.27884939,32.75325663
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/18/2021,148.5922,109.3942049,20.1488573,39.76214973
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/17/2021,145.957,142.9181241,71.77256282,34.31962156
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/16/2021,148.74,96.01051874,16.14807247,35.95472889
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/15/2021,147.7462,142.6310986,60.54605506,38.14810523
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/14/2021,147.7462,95.15745218,26.56986701,35.08772464
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/13/2021,144.8231,112.7022665,40.5291158,35.44207219
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/12/2021,149.6496,124.2720963,42.41798537,37.29913165
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/11/2021,150.2884,132.9869365,62.1139707,33.94688976
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/10/2021,146.9197,116.6902176,35.6027363,36.15820368
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/9/2021,152.45,137.3155768,48.22644885,35.02644712
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/8/2021,148.0999,122.018758,47.33770836,35.07614137
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/7/2021,151.4815,132.2342763,47.57116555,39.6624436
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/6/2021,154.8384,143.9363476,55.36973821,37.65625271
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/5/2021,147.4948,128.0372372,47.73211608,38.39974556
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/4/2021,150.3002,142.19641,45.88358039,36.43418345
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/3/2021,154.5303,132.7707102,46.46087526,38.78062381
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/2/2021,150.1695,135.9779291,57.15519989,37.44582141
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,3/1/2021,150.1688,143.4790064,59.06222174,35.18346973
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/31/2021,746.3085,352.8905524,-6.007387306,263.8886042
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/30/2021,744.6566,349.5901312,-6.551205307,224.1717524
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/29/2021,750.6099,350.7052969,-6.248516533,231.276884
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/28/2021,743.6696,353.9492459,-5.825961765,223.2692856
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/27/2021,729.8342,351.4359484,-6.090678426,224.8071107
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/26/2021,746.6229,354.2082096,-6.240864912,221.7882139
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/25/2021,748.3939,352.378167,-6.4251736,217.8742005
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/24/2021,753.4861,343.7574436,-6.375544342,243.5304098
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/23/2021,755.727,351.6995023,-6.368393218,231.1928896
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/22/2021,759.7322,350.6240499,-6.431685591,220.9106893
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/21/2021,758.9811,352.7732907,-6.357232708,217.2044593
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/20/2021,764.4291,352.5241362,-6.103221007,221.6341258
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/19/2021,760.8043,351.5917688,-5.935835985,218.2650019
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/18/2021,761.342,351.5506552,-6.045344357,214.1429932
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/17/2021,772.8155,354.76,-6.070140498,217.2658944
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/16/2021,777.0914,353.3461212,-6.354678627,218.2937907
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/15/2021,781.1941,352.994289,-6.397789643,207.2253153
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/14/2021,781.1941,352.1582954,-6.493654225,208.4591735
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/13/2021,789.8519,355.2520723,-6.330837106,208.7495265
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/12/2021,716.0311,359.2140696,-6.488369483,213.9259333
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/11/2021,693.3279,375.8604468,-6.364475413,302.8013439
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/10/2021,684.4058,376.9668284,-6.366680489,317.4861306
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/9/2021,685.7511,379.0242191,-6.002634017,321.025561
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/8/2021,691.2543,377.511282,-5.690154058,320.0237246
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/7/2021,688.8329,377.496728,-5.674509062,317.7199345
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/6/2021,689.7582,377.1257524,-6.0093175,317.9857847
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/5/2021,689.8726,375.8703469,-5.925439755,316.4147288
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/4/2021,638.4775,379.4804721,-6.163868066,318.3350079
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/3/2021,710.4355,382.6771085,-6.011895942,336.6066807
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/2/2021,732.5113,367.2422017,-6.302343506,297.8304259
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,3/1/2021,722.4587,365.2912987,-6.449181884,282.3783237
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/31/2021,1037.471,,,260.6619662
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/30/2021,1063.309,,,226.2608036
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/29/2021,1034.628,,,232.5632726
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/28/2021,1070.213,,,224.5505004
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/27/2021,1100.773,,,225.0804803
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/26/2021,1010.601,,,222.9204492
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/25/2021,1050.535,,,217.3748412
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/24/2021,1105.167,,,247.5653634
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/23/2021,1105.167,,,177.6977069
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/22/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/21/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/20/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/19/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/18/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/17/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/16/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/15/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/14/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/13/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/12/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/11/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/10/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/9/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/8/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/7/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/6/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/5/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/4/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/3/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/2/2021,,,,
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,3/1/2021,,,,
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/31/2021,275.1351,,,66.52922315
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/30/2021,259.1334,,,64.80173197
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/29/2021,305.3814,,,67.90418761
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/28/2021,305.3627,,,73.75117988
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/27/2021,301.7072,,,62.86027628
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/26/2021,321.257,,,69.30071972
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/25/2021,275.8874,,,64.34038273
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/24/2021,151.2593,,,104.4416106
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/23/2021,310.8477,,,57.55500235
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/22/2021,309.8075,,,56.33327666
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/21/2021,317.4519,,,69.64406784
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/20/2021,387.5186,,,65.91659836
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/19/2021,192.9663,,,55.5690033
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/18/2021,271.3197,,,111.8035937
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/17/2021,268.7079,,,166.0705119
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/16/2021,285.2679,,,150.789464
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/15/2021,283.9238,,,151.5265021
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/14/2021,281.7763,,,161.9261828
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/13/2021,225.3277,,,149.6182368
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/12/2021,226.7967,,,164.4021128
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/11/2021,303.7054,,,146.2189675
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/10/2021,295.1229,,,109.3865404
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/9/2021,304.9452,,,54.93137598
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/8/2021,301.132,,,63.51642264
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/7/2021,297.7361,,,81.22932905
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/6/2021,299.5321,,,82.54127192
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/5/2021,301.1573,,,104.9903363
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/4/2021,235.8143,,,102.3793787
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/3/2021,302.0004,,,105.2489438
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/2/2021,295.3946,,,93.96690243
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,3/1/2021,300.6749,,,65.65349425
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/31/2021,700.4427,,,69.18711695
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/30/2021,696.9661,,,69.87198129
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/29/2021,699.3197,,,71.14431006
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/28/2021,703.0282,,,76.42205673
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/27/2021,710.1584,,,67.07186261
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/26/2021,689.0728,,,73.21938542
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/25/2021,701.6397,,,68.94565792
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/24/2021,717.1061,,,106.6232182
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/23/2021,723.2385,,,60.47411372
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/22/2021,721.1617,,,60.41274332
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/21/2021,726.9028,,,71.78426693
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/20/2021,692.4633,,,69.084789
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/19/2021,638.4791,,,60.39319294
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/18/2021,639.7415,,,112.6353444
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/17/2021,640.752,,,167.4260183
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/16/2021,642.1205,,,152.0288175
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/15/2021,642.0437,,,152.3204438
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/14/2021,642.0437,,,162.7200095
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/13/2021,615.1269,,,153.5018866
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/12/2021,643.8528,,,165.2069598
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/11/2021,670.2816,,,147.5617768
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/10/2021,711.5939,,,112.2865206
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/9/2021,702.204,,,61.41383863
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/8/2021,706.3577,,,66.8501058
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/7/2021,702.2977,,,83.24601604
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/6/2021,685.0896,,,85.36981325
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/5/2021,677.1633,,,106.525239
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/4/2021,685.0471,,,104.884864
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/3/2021,677.787,,,108.8198411
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/2/2021,704.4243,,,95.83873551
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,3/1/2021,704.217,,,69.00530424
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/31/2021,30.64081,,,26.66887522
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/30/2021,29.39419,,,24.98329151
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/29/2021,29.00144,,,25.71265624
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/28/2021,45.09878,,,25.07302105
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/27/2021,37.42799,,,33.30309612
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/26/2021,33.49209,,,24.71879305
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/25/2021,39.14956,,,25.36498779
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/24/2021,29.63389,,,24.83469491
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/23/2021,38.06008,,,25.53657857
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/22/2021,41.95907,,,24.93233324
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/21/2021,62.46067,,,24.53110011
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/20/2021,70.19472,,,25.86557685
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/19/2021,87.20704,,,25.9727622
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/18/2021,112.8916,,,25.58903149
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/17/2021,127.8744,,,26.53751368
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/16/2021,152.4253,,,25.91261519
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/15/2021,166.1555,,,27.39426732
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/14/2021,177.005,,,24.86541518
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/13/2021,179.2245,,,26.41021771
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/12/2021,169.6641,,,27.35797951
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/11/2021,119.7925,,,27.90914396
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/10/2021,55.66404,,,28.55565694
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/9/2021,23.91624,,,29.43542985
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/8/2021,36.4133,,,25.20951902
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/7/2021,33.07854,,,24.69947518
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/6/2021,20.34632,,,26.66962054
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/5/2021,0,,,25.36721267
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/4/2021,12.75487,,,23.54399
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/3/2021,34.99955,,,23.46947689
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/2/2021,30.53911,,,24.19119465
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,3/1/2021,26.07537,,,24.58606305
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/31/2021,1669.083,,,264.5831899
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/30/2021,1666.622,,,210.8051962
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/29/2021,1670.599,,,214.0706001
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/28/2021,1651.711,,,207.1401033
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/27/2021,1662.284,,,207.3286077
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/26/2021,1647.088,,,206.8795143
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/25/2021,1645.539,,,203.1079769
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/24/2021,1649.479,,,226.5884477
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/23/2021,1621.128,,,217.4476222
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/22/2021,1660.49,,,206.7196902
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/21/2021,1681.155,,,204.3065855
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/20/2021,1695.977,,,207.7669801
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/19/2021,1694.576,,,205.8472204
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/18/2021,1720.549,,,201.2364921
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/17/2021,1755.296,,,204.3692941
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/16/2021,1733.171,,,207.1580848
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/15/2021,1751.869,,,195.1775729
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/14/2021,1751.869,,,195.7038404
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/13/2021,1763.455,,,197.7778781
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/12/2021,1748.948,,,202.1841474
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/11/2021,1727.737,,,288.5128378
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/10/2021,1676.578,,,308.0791154
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/9/2021,1450.853,,,313.6257215
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/8/2021,1650.483,,,313.4604179
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/7/2021,1653.809,,,313.829228
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/6/2021,1626.094,,,312.8767356
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/5/2021,1582.567,,,311.6708575
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/4/2021,1616.598,,,313.5889194
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/3/2021,1653.857,,,337.404331
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/2/2021,1703.088,,,295.075418
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,3/1/2021,1663.974,,,279.6708947
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/31/2021,857.4805,,,31.74013593
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/30/2021,861.0012,,,31.49377567
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/29/2021,851.0376,,,30.89001277
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/28/2021,856.3373,,,31.41134109
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/27/2021,857.1165,,,32.84964569
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/26/2021,852.6549,,,31.73647313
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/25/2021,859.2509,,,30.48648879
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/24/2021,849.0599,,,30.87531776
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/23/2021,839.2969,,,31.18881186
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/22/2021,849.4798,,,31.24883634
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/21/2021,848.5672,,,30.40844214
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/20/2021,845.9662,,,31.04309417
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/19/2021,843.2717,,,31.88106989
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/18/2021,853.6979,,,31.45466737
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/17/2021,853.2933,,,30.86996314
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/16/2021,840.7629,,,30.42327564
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/15/2021,841.7997,,,31.55574436
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/14/2021,841.7997,,,30.77136473
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/13/2021,838.0704,,,30.5459953
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/12/2021,854.4147,,,31.46619082
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/11/2021,867.9544,,,32.10205119
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/10/2021,869.99,,,32.78173288
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,3/9/2021,749.0356,,,33.11775396
